chr,start,end,width,DMR_id,beta_normal,beta_cancer,delta,p.adj,gc.content,no.cpgs.hm450,no.cpgs.genomic,no.cpgs.expected,cpg.ratio,num.changes,feature,f_start,f_end,feature_gene_name,closest_gene_name,closest_distance,gene_start,gene_end,contains.CGI,category,is.hyper,no.atac.peaks,selected
chr6,106134763,106135343,580,2287,0.834545138674178,0.707861893567515,-0.126683245106663,8.24519046758202e-23,0.504302925989673,5,17,36.9363166953528,0.460251630941287,1,INTRON,106109939,106184475,ATG5,PRDM1,35823,106098939,106098940,no CGI,CGI-like distal,hypo,1,TRUE
chr10,113552078,113552794,717,2288,0.736083018644681,0.55646404528362,-0.179618973361061,8.29947060311696e-23,0.433751743375174,3,5,33.6457461645746,0.148607196153209,0,INTRON,113550961,113553025,HABP2,HABP2,232,113553025,113553026,no CGI,non-CGI large proximal,hypo,2,TRUE
chr12,128515997,128516317,321,2289,0.901340852348518,0.663707586811682,-0.237633265536836,8.35594296281633e-23,0.464174454828661,2,9,17.2897196261682,0.520540540540541,0,INTRON,128415620,128543956,TMEM132C,TMEM132C,248594,128267402,128267403,no CGI,CGI-like distal,hypo,0,FALSE
chr12,39144304,39145756,1452,2290,0.364538229781608,0.473319020689808,0.1087807909082,8.44056260918736e-23,0.614590502408809,7,119,137.116311080523,0.867876323846811,1,INTER,38909430,39293228,-,KIF21A,186571,39332326,39332327,CGI,CGI-like distal,hyper,1,FALSE
chr8,904013,905042,1030,2291,0.881911772605582,0.749631303309919,-0.132280469295663,8.49524453944419e-23,0.53495145631068,6,33,72.9553398058253,0.452331523474928,0,INTRON,822193,907911,DLGAP2,DLGAP2,81834,822178,822179,no CGI,CGI-like distal,hypo,0,FALSE
chr4,11367725,11368391,667,2292,0.742690677685458,0.543926110465389,-0.198764567220069,8.5825452110959e-23,0.412293853073463,3,5,26.9505247376312,0.185525144637294,0,INTER,10686865,11393149,-,HS3ST1,60206,11428596,11428597,no CGI,non-CGI large distal,hypo,2,TRUE
chr6,133854260,133855362,1103,2293,0.210491567488143,0.384105460032777,0.173613892544635,8.8605490725751e-23,0.5675430643699,7,47,87.8921124206709,0.534746505750683,0,INTER,133532120,133887138,-,TCF21,33776,133889137,133889138,no CGI,CGI-like distal,hyper,0,TRUE
chr20,37343256,37344915,1660,2294,0.614338926684969,0.506870387486994,-0.107468539197975,8.92328846089525e-23,0.509638554216867,10,26,107.496987951807,0.241867242007342,0,INTER,37317260,37344154,-,SRC,1239,37346153,37346154,no CGI,non-CGI large proximal,hypo,2,TRUE
chr11,129618207,129618755,549,2295,0.579280553890161,0.697282609089744,0.118002055199583,8.95092318432858e-23,0.602914389799636,4,33,49.8360655737705,0.662171052631579,0,INTER,129452279,129813819,-,TMEM45B,197064,129815818,129815819,CGI,CGI-like distal,hyper,0,FALSE
chr6,169166525,169169645,3121,2296,0.879731387192966,0.774194598910276,-0.10553678828269,8.9875130747726e-23,0.548862544056392,14,132,234.167254085229,0.563699653547445,0,INTER,168667994,169215779,-,THBS2,82506,169252150,169252151,CGI,CGI-like distal,hypo,0,FALSE
chr1,213983499,213985860,2362,2297,0.262452062781795,0.384661459980376,0.122209397198581,9.07719407621734e-23,0.523285351397121,13,101,161.693480101609,0.624638667783828,2,INTRON,213983323,213987934,PROX1,PROX1,318,213983180,213983181,CGI,CGI-like proximal,hyper,3,FALSE
chr7,49670261,49670548,288,2298,0.899699402901165,0.685221475429005,-0.21447792747216,9.59154662629689e-23,0.524305555555556,3,11,17.3541666666667,0.633853541416566,0,INTER,48647496,49771661,-,VWC2,103113,49773660,49773661,no CGI,CGI-like distal,hypo,0,FALSE
chr15,48373656,48374221,566,2299,0.925779579884008,0.703471033182476,-0.222308546701532,9.89142474850865e-23,0.480565371024735,2,11,32.2809187279152,0.340758579169175,0,INTER,48343373,48408305,-,DUT,41250,48332405,48332406,no CGI,non-CGI large distal,hypo,1,TRUE
chr9,101738672,101738748,77,2300,0.0325730400897428,0.212364203706071,0.179791163616329,1.01285038241932e-22,0.714285714285714,3,8,9.42857142857143,0.848484848484848,0,P2000,101738580,101740580,GRIN3A,GRIN3A,92,101738579,101738580,CGI,non-CGI small proximal,hyper,0,TRUE
chr14,88162684,88164427,1744,2301,0.861874438153122,0.704409025646082,-0.15746541250704,1.04540735290298e-22,0.458715596330275,6,15,90.9581422018349,0.16491101991414,0,INTER,88014811,88180102,-,KCNK10,106484,88270910,88270911,no CGI,non-CGI large distal,hypo,0,FALSE
chr7,43248369,43249905,1537,2302,0.611799877039807,0.47657537933527,-0.135224497704537,1.06151751253944e-22,0.509433962264151,7,39,97.2608978529603,0.400983343367449,0,INTRON,43243932,43311762,HECW1,HECW1,135724,43112644,43112645,CGI,CGI-like distal,hypo,1,TRUE
chr1,118999210,119000713,1504,2303,0.163774752626253,0.305429419091705,0.141654666465453,1.0797713485506e-22,0.547207446808511,11,61,112.009308510638,0.544597594709788,0,INTER,118991556,119031215,-,TBX15,9654,118989555,118989556,CGI,CGI-like distal,hyper,3,FALSE
chr10,130833778,130834738,961,2304,0.861687032410751,0.743753266175681,-0.11793376623507,1.09117742730215e-22,0.530697190426639,10,36,67.6628511966702,0.532049704724409,0,INTER,130182881,131092390,-,TCERG1L,476983,131311720,131311721,no CGI,CGI-like distal,hypo,0,FALSE
chr14,101125721,101126143,423,2305,0.859254208156118,0.671880059383123,-0.187374148772995,1.09242050798764e-22,0.650118203309693,3,20,43.9716312056738,0.454838709677419,0,INTER,100886847,101559351,-,RTL1,240874,100884846,100884847,no CGI,CGI-like distal,hypo,0,FALSE
chr12,114414222,114414554,333,2306,0.108406919664068,0.315511522259077,0.207104602595009,1.09568586132977e-22,0.711711711711712,4,33,41.6996996996997,0.791372605501945,0,INTER,114410442,114670253,-,TBX5,5780,114408441,114408442,CGI,CGI-like distal,hyper,0,TRUE
chr19,37334107,37334544,438,2307,0.33063729903866,0.515041873181295,0.184404574142635,1.09798111038997e-22,0.589041095890411,7,26,37.9360730593607,0.685363505055369,0,INTRON,37324936,37334623,HKR1,HKR1,80,37334623,37334624,CGI,CGI-like proximal,hyper,1,FALSE
chr6,28775203,28776419,1217,2308,0.184087604463456,0.315281781743766,0.13119417728031,1.1174274145655e-22,0.514379622021364,6,55,80.2037797863599,0.68575321694943,0,INTER,28589335,28903001,-,TRIM27,132570,28908988,28908989,no CGI,CGI-like distal,hyper,0,TRUE
chr1,158767801,158768030,230,2309,0.878822558109623,0.65596350081246,-0.222859057297163,1.12903295294027e-22,0.373913043478261,3,3,6.4695652173913,0.463709677419355,0,P2000,158766682,158768682,OR6N1,OR6N1,1119,158766681,158766682,no CGI,non-CGI large proximal,hypo,0,FALSE
chr22,27614398,27614637,240,2310,0.221320795436696,0.371859917302042,0.150539121865345,1.14338181697286e-22,0.695833333333333,4,30,28.875,1.03896103896104,0,INTER,26630672,27748276,-,MN1,186861,27801497,27801498,CGI,CGI-like distal,hyper,0,TRUE
chr8,1318156,1318796,641,2311,0.807828476703383,0.587136583931161,-0.220691892772222,1.20748998784592e-22,0.427457098283931,2,15,28.8299531981279,0.520292207792208,0,INTRON,1258883,1501365,DLGAP2,DLGAP2,182570,1501365,1501366,CGI,CGI-like distal,hypo,0,FALSE
chr6,111567364,111567480,117,2312,0.227643257725954,0.465348406722543,0.237705148996589,1.21382832025742e-22,0.478632478632479,4,5,6.48717948717949,0.770750988142292,0,INTRON,111567360,111567623,TRAF3IP2,TRAF3IP2,4,111567359,111567360,no CGI,non-CGI small proximal,hyper,0,TRUE
chr16,76234887,76235399,513,2313,0.869691838396797,0.683970244518815,-0.185721593877982,1.2399419154206e-22,0.532163742690059,5,24,36.2612085769981,0.661864315664981,0,INTER,75761872,76275278,-,CNTNAP4,41879,76277277,76277278,CGI,CGI-like distal,hypo,0,FALSE
chr1,3391722,3392004,283,2314,0.623101161503056,0.764018889285722,0.140917727782666,1.24066888526446e-22,0.636042402826855,3,15,28.6077738515901,0.524333003952569,0,INTRON,3386918,3396490,PRDM16,PRDM16,4487,3396490,3396491,no CGI,CGI-like distal,hyper,0,FALSE
chr3,46576835,46577178,344,2315,0.424429652285208,0.612449429075409,0.188019776790201,1.34403669714911e-22,0.636627906976744,4,24,34.8372093023256,0.688918558077436,0,INTRON,46574583,46577236,LRRC2,TDGF1,59,46577236,46577237,CGI,CGI-like proximal,hyper,0,TRUE
chr9,136885256,136885965,710,2316,0.579842826745477,0.386209690806373,-0.193633135939104,1.36670964599429e-22,0.550704225352113,3,32,53.830985915493,0.594453165881737,0,INTRON,136882710,136886064,TRAF2,TRAF2,100,136886064,136886065,CGI,CGI-like proximal,hypo,0,FALSE
chr16,56193778,56194832,1055,2317,0.134342425566033,0.266206555417233,0.1318641298512,1.37104040804595e-22,0.541232227488152,12,61,75.3838862559242,0.809191500062869,0,INTRON,56193712,56226378,GNAO1,GNAO1,125,56193652,56193653,no CGI,CGI-like proximal,hyper,1,FALSE
chr8,378499,379193,695,2318,0.789311106885778,0.597934388638367,-0.191376718247411,1.37973604597523e-22,0.57410071942446,5,27,56.6618705035971,0.47651091924835,0,INTER,247342,404428,-,FBXO25,27235,406427,406428,no CGI,CGI-like distal,hypo,0,FALSE
chr19,51501899,51502736,838,2319,0.632987525248157,0.478246198544956,-0.1547413267032,1.42613342449996e-22,0.571599045346062,6,17,68.0835322195704,0.249693273039577,0,P2000,51501789,51503789,SIGLEC12,SIGLEC12,110,51501788,51501789,no CGI,non-CGI large proximal,hypo,0,FALSE
chr15,67829593,67829801,209,2320,0.105321797814431,0.348785498816638,0.243463701002207,1.43967106556304e-22,0.712918660287081,2,20,25.6842105263158,0.778688524590164,0,INTRON,67829269,67830190,SKOR1,SKOR1,4048,67825544,67825545,CGI,CGI-like distal,hyper,0,TRUE
chr16,70381961,70382198,238,2321,0.456231954372455,0.329518959881129,-0.126712994491326,1.45472009167356e-22,0.521008403361345,2,5,15.9453781512605,0.313570487483531,0,INTRON,70381862,70382804,ST3GAL2,ST3GAL2,18440,70400637,70400638,CGI,non-CGI large distal,hypo,0,FALSE
chr2,120766033,120766106,74,2322,0.545451807016389,0.710029780187958,0.164577973171569,1.58152181300714e-22,0.621621621621622,3,6,7.14864864864865,0.839319470699433,0,INTRON,120736285,120792408,GLI2,GLI2,26303,120792408,120792409,no CGI,non-CGI small distal,hyper,0,FALSE
chr1,170668459,170668655,197,2323,0.212506802730481,0.482399047225478,0.269892244494997,1.59003604655878e-22,0.583756345177665,3,17,16.6294416243655,1.02228327228327,0,INTRON,170664459,170719725,PRRX1,PRRX1,4522,170663936,170663937,no CGI,non-CGI small distal,hyper,0,TRUE
chr12,100356695,100357033,339,2324,0.317886851716665,0.486228862847711,0.168342011131046,1.67498926809083e-22,0.581120943952802,6,10,26.9911504424779,0.370491803278688,0,P2000,100355079,100357078,SLC17A8,SLC17A8,46,100357078,100357079,no CGI,CGI-like proximal,hyper,0,TRUE
chr1,63074058,63074546,489,2325,0.153819837942521,0.321669741234171,0.167849903291651,1.67853083920626e-22,0.560327198364008,4,23,38.0879345603272,0.603865771812081,0,INTER,62865513,63321041,-,FOXD3,248495,63323040,63323041,no CGI,CGI-like distal,hyper,0,TRUE
chr14,54219072,54220596,1525,2326,0.427442508804866,0.530725660664483,0.103283151859617,1.70503283184644e-22,0.529180327868853,9,63,106.111475409836,0.593715239154617,0,INTER,53960761,54394955,-,CDKN3,176359,54396954,54396955,no CGI,CGI-like distal,hyper,0,TRUE
chr14,103138363,103139021,659,2327,0.396423786135152,0.518047450405646,0.121623664270493,1.75183604986229e-22,0.725341426403642,5,52,86.0713201820941,0.604150138396714,0,INTER,103137439,103332002,-,TNFAIP2,5615,103132747,103132748,CGI,CGI-like distal,hyper,0,TRUE
chr17,40355518,40355698,181,2328,0.647073413467319,0.756508216121266,0.109434802653947,1.7906829079841e-22,0.580110497237569,2,7,15.2154696132597,0.460058097312998,0,INTRON,40355421,40356008,RARA,GJD3,8117,40363814,40363815,no CGI,non-CGI small distal,hyper,0,FALSE
chr6,133889976,133890079,104,2329,0.0961314733875396,0.320883385104439,0.224751911716899,1.80246486999696e-22,0.682692307692308,2,10,12.0961538461538,0.826709062003183,0,INTRON,133889847,133891712,TCF21,TCF21,641,133889334,133889335,CGI,non-CGI small proximal,hyper,0,TRUE
chr7,128201282,128201874,593,2330,0.165182018845598,0.279385060085832,0.114203041240234,1.80656294662773e-22,0.644182124789207,5,41,60.0016863406408,0.683314128326916,0,INTER,128092607,128239284,-,LEP,39410,128241283,128241284,CGI,CGI-like distal,hyper,0,TRUE
chr19,45160993,45161505,513,2331,0.520854228788984,0.411350319794526,-0.109503908994457,1.81489087287203e-22,0.633528265107213,4,18,51.1695906432749,0.351771428571428,0,INTRON,45158737,45162927,GEMIN7,NKPD1,2256,45158736,45158737,no CGI,CGI-like distal,hypo,2,TRUE
chr17,52160041,52160484,444,2332,0.197997515993788,0.393050870167138,0.195053354173351,1.81866145366768e-22,0.522522522522523,6,17,29.6554054054054,0.573251310093415,0,P2000,52160017,52162017,CA10,CA10,24,52160016,52160017,no CGI,CGI-like proximal,hyper,0,TRUE
chr3,35679036,35679580,545,2333,0.83031161333004,0.653434131844962,-0.176877481485078,1.83054432491484e-22,0.357798165137615,4,5,17.405504587156,0.287265443811933,0,INTRON,35678844,35679619,ARPP21,ARPP21,40,35679619,35679620,no CGI,non-CGI large proximal,hypo,0,FALSE
chr11,20158891,20159154,264,2334,0.10117766684574,0.330801531590512,0.229623864744773,1.85047264784624e-22,0.568181818181818,3,18,20.8484848484849,0.863372093023254,0,INTRON,20157239,20159190,DBX1,DBX1,1459,20160612,20160613,no CGI,CGI-like proximal,hyper,0,TRUE
chr1,228445574,228447105,1531,2335,0.229627002159892,0.344836201814874,0.115209199654982,1.86451985786842e-22,0.570496083550914,7,83,124.441906005222,0.666977890844239,1,INTER,228427325,228456978,-,HIST3H2A,10768,228457872,228457873,CGI,CGI-like distal,hyper,1,FALSE
chr7,101201841,101202520,680,2336,0.232329268469127,0.367459270993033,0.135130002523907,1.88499431211972e-22,0.7,6,62,83.0882352941177,0.746194690265486,0,P2000,101201021,101203021,MOGAT3,MOGAT3,820,101201020,101201021,CGI,CGI-like proximal,hyper,0,TRUE
chr10,43370916,43371616,701,2337,0.633147765042638,0.525207411969042,-0.107940353073597,1.88519566503105e-22,0.573466476462197,6,16,57.6105563480742,0.277726878791631,0,P2000,43369642,43371641,FXYD4,FXYD4,26,43371641,43371642,no CGI,non-CGI large proximal,hypo,1,TRUE
chr1,158718985,158719473,489,2338,0.76297533339083,0.548406440226606,-0.214568893164224,1.95727090293977e-22,0.374233128834356,5,8,14.5439672801636,0.550056242969629,0,P2000,158718163,158720163,OR6K3,OR6K3,822,158718162,158718163,no CGI,CGI-like proximal,hypo,0,FALSE
chr6,158515731,158516453,723,2339,0.458200024423578,0.604569029660263,0.146369005236685,1.98726093119981e-22,0.58091286307054,5,45,60.2641770401107,0.746712262743567,0,INTER,158511828,158534436,-,TMEM181,19983,158536435,158536436,CGI,CGI-like distal,hyper,0,TRUE
chr15,66654833,66655279,447,2340,0.306227031301317,0.499837539072346,0.193610507771029,2.00141855052297e-22,0.747203579418344,5,39,62.3825503355705,0.625174825174825,0,INTER,66567964,66700228,-,SMAD6,46949,66702227,66702228,CGI,CGI-like distal,hyper,0,TRUE
chr11,57238402,57238799,398,2341,0.756550640064262,0.561071800970859,-0.195478839093403,2.01219894487141e-22,0.479899497487437,3,8,21.9597989949749,0.364302059496567,0,P2000,57237314,57239314,APLNR,APLNR,1088,57237313,57237314,no CGI,non-CGI large proximal,hypo,0,FALSE
chr4,89836227,89836478,252,2342,0.0584287179416309,0.239886310180061,0.181457592238431,2.01470802442433e-22,0.567460317460317,5,17,19.452380952381,0.873929008567929,0,INTRON,89836213,89836742,SNCA,SNCA,14,89836212,89836213,no CGI,CGI-like proximal,hyper,0,TRUE
chr2,46826703,46827999,1297,2343,0.814855431212974,0.711941292423399,-0.102914138789575,2.01959980283985e-22,0.569005397070162,5,21,102.815728604472,0.204248905153278,0,INTER,46763129,46901869,-,MCFD2,81073,46909071,46909072,no CGI,non-CGI large distal,hypo,0,FALSE
chr7,73588055,73588166,112,2344,0.337816901726728,0.175808867528681,-0.162008034198046,2.02712179277177e-22,0.633928571428571,3,7,11.1964285714286,0.625199362041466,0,INTER,73580791,73593193,-,TBL2,9264,73578790,73578791,no CGI,non-CGI small distal,hypo,1,FALSE
chr17,79789367,79791934,2568,2345,0.276307262152792,0.386265430165536,0.109958168012743,2.05625361955929e-22,0.672118380062305,10,207,289.830607476636,0.714210282351517,2,INTER,79787983,79792131,-,CBX8,5182,79797115,79797116,CGI,CGI-like distal,hyper,1,FALSE
chr20,45205939,45206549,611,2346,0.638671177114052,0.371438902228166,-0.267232274885886,2.06172351322075e-22,0.360065466448445,2,2,19.0818330605565,0.104811733424822,0,P2000,45204997,45206996,SEMG1,SEMG1,448,45206996,45206997,no CGI,non-CGI large proximal,hypo,0,FALSE
chr5,3535324,3536422,1099,2347,0.875243660337537,0.754968252412759,-0.120275407924777,2.07170849503563e-22,0.617834394904459,8,77,104.849863512284,0.734383407098845,0,INTER,2755397,3594054,-,IRX1,59632,3596053,3596054,CGI,CGI-like distal,hypo,0,FALSE
chr19,2525233,2525461,229,2348,0.608653481678769,0.442378300621849,-0.16627518105692,2.07448432823075e-22,0.650655021834061,4,15,23.9213973799127,0.627053669222343,0,INTRON,2520725,2555148,GNG7,GADD45B,48877,2476355,2476356,CGI,CGI-like distal,hypo,1,TRUE
chr7,130492612,130492949,338,2349,0.515937380722199,0.695822110511187,0.179884729788988,2.1076992442965e-22,0.485207100591716,3,16,19.8816568047337,0.804761904761906,0,INTRON,130492584,130493202,MEST,MEST,140,130492471,130492472,CGI,CGI-like proximal,hyper,0,FALSE
chr1,24735496,24736434,939,2350,0.5043109468733,0.65744247352393,0.15313152665063,2.17947365714432e-22,0.507987220447284,2,19,60.2875399361022,0.315156332803392,0,INTER,24673267,24743357,-,CLIC4,8923,24745356,24745357,no CGI,non-CGI large distal,hyper,0,FALSE
chr20,45306582,45306831,250,2351,0.172875193642512,0.333518053342995,0.160642859700483,2.1970834622648e-22,0.704,8,24,30.78,0.779727095516569,0,INTRON,45305616,45306850,MATN4,RBPJL,20,45306850,45306851,CGI,CGI-like proximal,hyper,0,TRUE
chr12,132210847,132212604,1758,2352,0.880218797963359,0.7233911889745,-0.15682760898886,2.20375563635049e-22,0.575654152445961,7,90,141.721843003413,0.635046779612036,0,INTRON,132206159,132240506,GALNT9,GALNT9,4688,132206158,132206159,CGI,CGI-like distal,hypo,0,FALSE
chr2,1742481,1743928,1447,2353,0.162301122468969,0.270610249597699,0.10830912712873,2.2193154628023e-22,0.627762430939227,8,105,137.958563535912,0.761098095752986,1,INTRON,1693134,1744255,PXDN,PXDN,514,1744441,1744442,CGI,CGI-like proximal,hyper,2,FALSE
chr15,26298393,26298670,278,2354,0.787337095327768,0.611685779217754,-0.175651316110014,2.32962550709417e-22,0.661870503597122,2,16,30.3561151079137,0.527076667851641,0,INTER,25867172,26543545,-,GABRB3,330420,26629089,26629090,no CGI,CGI-like distal,hypo,0,FALSE
chr4,146654847,146655395,549,2355,0.0974610664493727,0.295902643731015,0.198441577281642,2.33515731623459e-22,0.675774134790528,3,54,61.9125683060109,0.872197705207414,0,INTER,146642474,146706637,-,POU4F2,15954,146638892,146638893,CGI,CGI-like distal,hyper,0,TRUE
chr8,1463533,1463755,223,2356,0.876030980814901,0.670016775785466,-0.206014205029435,2.36635738499721e-22,0.591928251121076,3,12,19.4618834080718,0.616589861751151,0,INTRON,1258883,1501365,DLGAP2,DLGAP2,37611,1501365,1501366,no CGI,CGI-like distal,hypo,0,FALSE
chr12,89225552,89226295,744,2357,0.48741943671109,0.302627071315689,-0.184792365395401,2.44099885438991e-22,0.462365591397849,2,7,38.633064516129,0.181191942385972,0,INTER,88582851,89347231,-,DUSP6,124876,89351170,89351171,no CGI,non-CGI large distal,hypo,1,FALSE
chr1,37765155,37765474,320,2358,0.118893721162838,0.332688401881395,0.213794680718557,2.45066114271229e-22,0.63125,5,14,30.865625,0.453579021970234,0,P2000,37765133,37767133,EPHA10,EPHA10,22,37765132,37765133,CGI,CGI-like proximal,hyper,0,TRUE
chr1,12745340,12746079,740,2359,0.619331752635255,0.403851867733419,-0.215479884901836,2.4531307806866e-22,0.406756756756757,3,4,30.3972972972973,0.131590646394594,0,P2000,12744215,12746214,C1orf158,C1orf158,136,12746214,12746215,no CGI,non-CGI large proximal,hypo,0,FALSE
chr10,130485925,130486720,796,2360,0.791645881956278,0.629994358485225,-0.161651523471053,2.56438843887917e-22,0.585427135678392,6,27,67.2173366834171,0.401682085786375,0,INTER,130182881,131092390,-,GLRX3,349526,130136398,130136399,no CGI,CGI-like distal,hypo,0,FALSE
chr5,3822672,3823396,725,2361,0.892019544076007,0.706391833296339,-0.185627710779669,2.57283312696003e-22,0.482758620689655,6,23,41.9310344827586,0.548519736842106,0,INTER,3601403,5138330,-,IRX1,226618,3596053,3596054,no CGI,CGI-like distal,hypo,0,FALSE
chr11,1916227,1916244,18,2362,0.748667898491564,0.511274914099478,-0.237392984392086,2.57369604608103e-22,0.611111111111111,2,2,1.66666666666667,1.2,0,INTER,1892263,1917562,-,TNNT3,3318,1919561,1919562,no CGI,non-CGI small distal,hypo,0,FALSE
chr11,111540346,111540491,146,2363,0.138695127865639,0.279518007624422,0.140822879758783,2.63397837238118e-22,0.582191780821918,5,8,12.2876712328767,0.651059085841695,0,INTRON,111540334,111540507,LAYN,LAYN,17,111540507,111540508,CGI,non-CGI small proximal,hyper,1,FALSE
chr4,54226208,54229094,2887,2364,0.136045472592232,0.243470976439545,0.107425503847313,2.63765837578261e-22,0.546241773467267,20,136,213.682715621753,0.636457654538321,2,INTRON,54102505,54229096,FIP1L1,PDGFRA,3,54229096,54229097,CGI,CGI-like proximal,hyper,2,FALSE
chr22,50578470,50578733,264,2365,0.477264233853409,0.6130390875967,0.135774853743291,2.74037425288179e-22,0.59469696969697,7,14,22.9242424242424,0.610707204230007,0,P2000,50578455,50578948,CPT1B,CPT1B,15,50578454,50578455,CGI,CGI-like proximal,hyper,0,TRUE
chr6,109290464,109290631,168,2366,0.732052405859653,0.853050823677182,0.120998417817529,2.74836869184173e-22,0.738095238095238,3,15,22.2857142857143,0.673076923076923,0,INTER,109163932,109366513,-,CD164,91069,109381699,109381700,CGI,non-CGI small distal,hyper,0,FALSE
chr17,61476550,61477445,895,2367,0.481085347542862,0.634854440583353,0.153769093040491,2.79436827768485e-22,0.597098214285714,4,29,79.859375,0.363138329094111,1,INTRON,61467657,61478626,TBX4,TBX4,20104,61456445,61456446,no CGI,CGI-like distal,hyper,0,TRUE
chr21,36134136,36134541,406,2368,0.483200767498253,0.369171080079032,-0.114029687419221,2.80764762338655e-22,0.455665024630542,3,7,21.0443349753695,0.332631086142321,0,P2000,36132912,36134911,CBR3,CBR3,371,36134911,36134912,no CGI,non-CGI large proximal,hypo,0,FALSE
chr10,31320271,31321031,761,2369,0.0395328198886608,0.154212304079677,0.114679484191016,2.88356751154942e-22,0.587385019710907,10,59,63.8896189224704,0.923467708761827,0,INTRON,31320207,31321134,ZEB1,ZEB1,104,31321134,31321135,CGI,CGI-like proximal,hyper,0,TRUE
chr17,51335481,51336709,1229,2370,0.680938927274291,0.496386949308679,-0.184551977965613,3.00023656543287e-22,0.498779495524817,3,10,72.839707078926,0.137287756925827,0,INTER,51297936,51630312,-,UTP18,50213,51285267,51285268,no CGI,non-CGI large distal,hypo,0,FALSE
chr7,153590444,153590667,224,2371,0.851193939297878,0.632422838787016,-0.218771100510862,3.21708675904387e-22,0.571428571428571,3,13,18.28125,0.711111111111111,0,INTER,152855378,153885097,-,DPP6,296430,153887096,153887097,no CGI,CGI-like distal,hypo,0,FALSE
chr3,181703639,181704429,791,2372,0.231744914832843,0.434468248921112,0.202723334088269,3.26618065542802e-22,0.604298356510746,6,45,71.7572692793932,0.627114164904862,0,INTER,180991773,181709924,-,SOX2,7495,181711923,181711924,no CGI,CGI-like distal,hyper,0,TRUE
chr12,33437902,33439350,1448,2373,0.224508153851191,0.341234681671937,0.116726527820746,3.28252226193493e-22,0.56935817805383,6,87,117.391304347826,0.741111111111112,1,INTRON,33426495,33439371,SYT10,SYT10,469,33439818,33439819,CGI,CGI-like proximal,hyper,0,TRUE
chr21,30395993,30396001,9,2374,0.767880250923354,0.500623859607478,-0.267256391315876,3.28344872165648e-22,0.666666666666667,2,2,1,2,0,P2000,30394074,30396073,KRTAP13-1,KRTAP13-1,73,30396073,30396074,no CGI,non-CGI small proximal,hypo,0,FALSE
chr1,165117629,165117788,160,2375,0.047075881577701,0.207781386250724,0.160705504673023,3.32590666855543e-22,0.64375,3,13,16.5625,0.784905660377359,0,INTER,164851831,165201866,-,LMX1A,237958,165355745,165355746,CGI,non-CGI small distal,hyper,0,TRUE
chr5,174688482,174688732,251,2376,0.117640214019544,0.29321473684974,0.175574522830196,3.34135917366093e-22,0.52589641434263,5,13,16.9561752988048,0.766682330827067,0,INTER,174243501,174722533,-,MSX2,35801,174724532,174724533,no CGI,CGI-like distal,hyper,0,TRUE
chr10,2410845,2410866,22,2377,0.824654048770348,0.59768083807239,-0.226973210697958,3.37193863211046e-22,0.636363636363636,2,2,2.18181818181818,0.916666666666667,0,INTER,1739476,3064333,-,PFKP,655467,3066332,3066333,no CGI,non-CGI small distal,hypo,0,FALSE
chr2,138896777,138897274,498,2378,0.724272333219201,0.446957204576259,-0.277315128642942,3.40300767078634e-22,0.423694779116466,2,6,21.8032128514056,0.275188800884141,0,INTER,138782348,140231422,-,NXPH2,116429,138780347,138780348,no CGI,non-CGI large distal,hypo,0,FALSE
chr16,89320606,89321397,792,2379,0.56448083091923,0.436594511719683,-0.127886319199547,3.42459825295833e-22,0.623737373737374,5,30,76.7474747474747,0.390892340089497,0,INTRON,89317078,89328942,ANKRD11,ANKRD11,7589,89328985,89328986,no CGI,CGI-like distal,hypo,2,TRUE
chr13,99955518,99956981,1464,2380,0.199327017294181,0.308589831070983,0.109262813776802,3.49548519923446e-22,0.605191256830601,8,99,132.05806010929,0.749670258052167,0,INTER,99897134,99962963,-,ZIC5,14928,99971908,99971909,CGI,CGI-like distal,hyper,0,TRUE
chr1,10663117,10664433,1317,2381,0.545050267256557,0.65338616606991,0.108335898813353,3.64362683489008e-22,0.649202733485194,3,43,136.256643887623,0.31558094176651,0,INTRON,10660536,10665082,CASZ1,CASZ1,18041,10645075,10645076,no CGI,CGI-like distal,hyper,0,FALSE
chr2,19361274,19361948,675,2382,0.28970472334375,0.518803716170139,0.229098992826389,3.84342283524745e-22,0.62962962962963,5,56,66.1481481481482,0.846584546472564,0,INTER,19360653,19896642,-,OSR1,2621,19358652,19358653,CGI,CGI-like distal,hyper,0,TRUE
chr6,118266027,118266592,566,2383,0.870169900178797,0.650844980133873,-0.219324920044924,3.85804217269081e-22,0.321554770318021,2,2,14.4169611307421,0.138725490196078,0,INTRON,118235636,118266994,SLC35F1,SLC35F1,111585,118154441,118154442,no CGI,non-CGI large distal,hypo,0,FALSE
chr17,39224444,39225222,779,2384,0.222297381154772,0.39144767283566,0.169150291680888,3.9137029879003e-22,0.666238767650834,4,79,86.4287548138639,0.914047647338403,0,INTRON,39218173,39225412,STAC2,STAC2,650,39225871,39225872,CGI,CGI-like proximal,hyper,0,TRUE
chr10,131518752,131520492,1741,2385,0.755553017696901,0.617996091362662,-0.137556926334239,3.9315820236687e-22,0.545089029293509,9,69,129.298104537622,0.533650514419746,2,INTER,131313721,131898644,-,TCERG1L,207031,131311720,131311721,CGI,CGI-like distal,hypo,0,FALSE
